retrieval_top1,paired_cosine_mean,paired_cosine_p05,l2_delta_mean,l2_delta_p95,mean_pair_margin,margin_positive_rate,length,condition,representation,n_pairs,n_features,density,avg_nnz_per_read
1.0,0.9900535223662597,0.9844156312879261,0.13942944646497915,0.1765466916015691,0.1372026802593755,1.0,150,N_3pct,pseeiip,400,64,0.8101171875,51.8475
1.0,0.9933773462110254,0.9913080102848181,0.1142756110624995,0.13184814733556427,0.25209171366057,1.0,150,trim_5bp,ck4,400,136,0.5738327205882353,78.04125
1.0,0.9976858242470769,0.9969741127962829,0.06759065283405988,0.07779314323066137,0.08504712112315278,1.0,150,trim_5bp,ck4p_msp,400,222,0.6668468468468468,148.04
1.0,0.9980512851018877,0.9972544756386515,0.06184593081381512,0.07410159391872927,0.06641711705604834,1.0,150,trim_5bp,pseknc_k3_l3,400,67,0.8240111940298508,55.20875
1.0,0.9837947732431434,0.9771193559935938,0.17878230086489438,0.2139188756696146,0.37309894831947715,1.0,150,trim_5bp,ncp_anf,400,600,0.6177875,370.6725
1.0,0.9958824461919394,0.9939799151690885,0.08952522759987418,0.10972752391622913,0.14023099188237007,1.0,150,trim_5bp,pseeiip,400,64,0.81576171875,52.20875
1.0,0.9630787333091421,0.934017890001487,0.2653525779095499,0.36326876543759784,0.22946483335446355,1.0,150,substitution_1pct_N_3pct,ck4,400,136,0.5630330882352941,76.5725
1.0,0.9869905728256211,0.9773471488244313,0.1579400966576081,0.2128513272734341,0.07764351324728411,1.0,150,substitution_1pct_N_3pct,ck4p_msp,400,222,0.6856081081081081,152.205
1.0,0.9914033153912114,0.9849521718223249,0.12835904970430118,0.17348099554844795,0.058408022400711454,1.0,150,substitution_1pct_N_3pct,pseknc_k3_l3,400,67,0.8194589552238806,54.90375
1.0,0.9802624782808218,0.9687039647538379,0.19601597308520893,0.25018401408549884,0.36978150549942973,1.0,150,substitution_1pct_N_3pct,ncp_anf,400,600,0.6190125,371.4075
1.0,0.9824167569578333,0.9659460871160335,0.1822146192677508,0.2609746819723324,0.13069325472272442,1.0,150,substitution_1pct_N_3pct,pseeiip,400,64,0.81099609375,51.90375
1.0,0.9894507013016018,0.9712364988237481,0.12057668451421176,0.23984779648259108,0.24575000980251144,1.0,150,short_indel,ck4,400,136,0.5798897058823529,78.865
1.0,0.9964669368024182,0.9903821575606195,0.06980036916717092,0.13869273572415008,0.08299675121276089,1.0,150,short_indel,ck4p_msp,400,222,0.670563063063063,148.865
1.0,0.9978531387171711,0.994162421385177,0.05394176254969131,0.10805163704550501,0.06511489086717288,1.0,150,short_indel,pseknc_k3_l3,400,67,0.8288619402985075,55.53375
0.8375,0.810858831030784,0.5163647976431387,0.5045139418810842,0.983499058738747,0.19542621800046053,0.8375,150,short_indel,ncp_anf,400,600,0.62338125,374.02875
1.0,0.995439113685136,0.9870417971074433,0.07832861758478794,0.16098559127268564,0.13848479849579562,1.0,150,short_indel,pseeiip,400,64,0.82083984375,52.53375
